load,tempc,year,month,day,hour
3311,-7,2017,2,1,20
3230,-6,2017,2,1,21
3148,-6,2017,2,1,22
2989,-7,2017,2,1,23
2810,-7,2017,2,2,0
2625,-7,2017,2,2,1
2540,-7,2017,2,2,2
2505,-8,2017,2,2,3
2474,-8,2017,2,2,4
2461,-10,2017,2,2,5
2440,-9,2017,2,2,6
2627,-10,2017,2,2,7
2764,-10,2017,2,2,8
2932,-10,2017,2,2,9
2938,-10,2017,2,2,10
3027,-8,2017,2,2,11
3003,-6,2017,2,2,12
2945,-5,2017,2,2,13
2904,-5,2017,2,2,14
2917,-4,2017,2,2,15
2891,-4,2017,2,2,16
2875,-4,2017,2,2,17
2932,-5,2017,2,2,18
3260,-6,2017,2,2,19
3280,-8,2017,2,2,20
3164,-9,2017,2,2,21
3135,-9,2017,2,2,22
3087,-10,2017,2,2,23
2942,-7,2017,2,3,0
2740,-7,2017,2,3,1
2512,-8,2017,2,3,2
2530,-9,2017,2,3,3
2440,-10,2017,2,3,4
2476,-9,2017,2,3,5
2445,-10,2017,2,3,6
2533,-10,2017,2,3,7
2642,-10,2017,2,3,8
2708,-9,2017,2,3,9
2813,-9,2017,2,3,10
2944,-7,2017,2,3,11
2878,-7,2017,2,3,12
2910,-5,2017,2,3,13
2681,-4,2017,2,3,14
2838,-4,2017,2,3,15
2808,-4,2017,2,3,16
2843,-4,2017,2,3,17
2948,-5,2017,2,3,18
3209,-7,2017,2,3,19
3153,-8,2017,2,3,20
3180,-8,2017,2,3,21
3110,-9,2017,2,3,22
2963,-9,2017,2,3,23
2759,-8,2017,2,4,0
2596,-8,2017,2,4,1
2465,-9,2017,2,4,2
2409,-9,2017,2,4,3
2401,-11,2017,2,4,4
2381,-10,2017,2,4,5
2492,-11,2017,2,4,6
2685,-11,2017,2,4,7
2880,-10,2017,2,4,8
3019,-9,2017,2,4,9
3080,-7,2017,2,4,10
3039,-5,2017,2,4,11
3067,-2,2017,2,4,12
3014,0,2017,2,4,13
2893,1,2017,2,4,14
2978,1,2017,2,4,15
2968,1,2017,2,4,16
3053,2,2017,2,4,17
2973,0,2017,2,4,18
3325,-2,2017,2,4,19
3334,-4,2017,2,4,20
3260,-3,2017,2,4,21
3193,-5,2017,2,4,22
3038,-5,2017,2,4,23
2799,-6,2017,2,5,0
2531,-6,2017,2,5,1
2430,-6,2017,2,5,2
2445,-5,2017,2,5,3
2458,-2,2017,2,5,4
2386,3,2017,2,5,5
2466,2,2017,2,5,6
2735,1,2017,2,5,7
2854,1,2017,2,5,8
3105,0,2017,2,5,9
3093,-2,2017,2,5,10
3046,-1,2017,2,5,11
3114,0,2017,2,5,12
3013,2,2017,2,5,13
3052,2,2017,2,5,14
3153,1,2017,2,5,15
3011,2,2017,2,5,16
3014,2,2017,2,5,17
3120,-1,2017,2,5,18
3334,-1,2017,2,5,19
3324,-3,2017,2,5,20
3214,-2,2017,2,5,21
3165,-2,2017,2,5,22
3031,-1,2017,2,5,23
2883,-1,2017,2,6,0
2611,1,2017,2,6,1
2525,0,2017,2,6,2
2454,-2,2017,2,6,3
2422,-4,2017,2,6,4
2505,-4,2017,2,6,5
2547,-5,2017,2,6,6
2699,-6,2017,2,6,7
2808,-6,2017,2,6,8
3048,-6,2017,2,6,9
3131,-6,2017,2,6,10
3189,-5,2017,2,6,11
3260,-5,2017,2,6,12
3183,-4,2017,2,6,13
3062,-4,2017,2,6,14
3114,-5,2017,2,6,15
3070,-6,2017,2,6,16
3175,-7,2017,2,6,17
3173,-8,2017,2,6,18
3417,-10,2017,2,6,19
3429,-16,2017,2,6,20
3442,-16,2017,2,6,21
3279,-17,2017,2,6,22
3017,-17,2017,2,6,23
2942,-18,2017,2,7,0
2694,-18,2017,2,7,1
2617,-18,2017,2,7,2
2508,-18,2017,2,7,3
2516,-17,2017,2,7,4
2579,-18,2017,2,7,5
2590,-17,2017,2,7,6
2814,-18,2017,2,7,7
2998,-18,2017,2,7,8
3176,-17,2017,2,7,9
3237,-17,2017,2,7,10
3209,-14,2017,2,7,11
3260,-13,2017,2,7,12
3171,-10,2017,2,7,13
3004,-9,2017,2,7,14
3127,-8,2017,2,7,15
3089,-7,2017,2,7,16
3255,-7,2017,2,7,17
3169,-9,2017,2,7,18
3359,-10,2017,2,7,19
3437,-10,2017,2,7,20
3472,-13,2017,2,7,21
3278,-12,2017,2,7,22
3120,-12,2017,2,7,23
2886,-12,2017,2,8,0
2696,-14,2017,2,8,1
2621,-14,2017,2,8,2
2513,-15,2017,2,8,3
2609,-15,2017,2,8,4
2509,-16,2017,2,8,5
2627,-15,2017,2,8,6
2771,-15,2017,2,8,7
3048,-15,2017,2,8,8
3181,-13,2017,2,8,9
3246,-12,2017,2,8,10
3134,-10,2017,2,8,11
3219,-9,2017,2,8,12
3189,-8,2017,2,8,13
3056,-7,2017,2,8,14
3141,-7,2017,2,8,15
3098,-7,2017,2,8,16
3086,-8,2017,2,8,17
3088,-10,2017,2,8,18
3269,-10,2017,2,8,19
3372,-12,2017,2,8,20
3371,-13,2017,2,8,21
3188,-13,2017,2,8,22
3135,-15,2017,2,8,23
2906,-15,2017,2,9,0
2732,-16,2017,2,9,1
2613,-15,2017,2,9,2
