load,tempc,year,month,day,hour
10665,-26,2017,2,5,10
10588,-26,2017,2,5,11
10660,-26,2017,2,5,12
10548,-26,2017,2,5,13
10324,-26,2017,2,5,14
10559,-25,2017,2,5,15
10405,-25,2017,2,5,16
10218,-25,2017,2,5,17
10264,-25,2017,2,5,18
10955,-27,2017,2,5,19
10985,-29,2017,2,5,20
10832,-28,2017,2,5,21
10693,-29,2017,2,5,22
10628,-30,2017,2,5,23
10133,-30,2017,2,6,0
9573,-31,2017,2,6,1
9259,-33,2017,2,6,2
9255,-33,2017,2,6,3
9314,-32,2017,2,6,4
9454,-33,2017,2,6,5
9486,-33,2017,2,6,6
9474,-32,2017,2,6,7
9787,-31,2017,2,6,8
10105,-30,2017,2,6,9
10644,-30,2017,2,6,10
10732,-29,2017,2,6,11
10696,-28,2017,2,6,12
10580,-27,2017,2,6,13
10340,-26,2017,2,6,14
10340,-25,2017,2,6,15
10541,-25,2017,2,6,16
10338,-25,2017,2,6,17
10312,-26,2017,2,6,18
10830,-27,2017,2,6,19
11030,-27,2017,2,6,20
10864,-28,2017,2,6,21
10692,-28,2017,2,6,22
10796,-29,2017,2,6,23
10181,-29,2017,2,7,0
9613,-30,2017,2,7,1
9547,-30,2017,2,7,2
9437,-31,2017,2,7,3
9581,-31,2017,2,7,4
9498,-31,2017,2,7,5
9525,-31,2017,2,7,6
9610,-31,2017,2,7,7
9986,-32,2017,2,7,8
10518,-31,2017,2,7,9
10839,-32,2017,2,7,10
10875,-29,2017,2,7,11
10842,-26,2017,2,7,12
10757,-25,2017,2,7,13
10596,-23,2017,2,7,14
10684,-22,2017,2,7,15
10802,-22,2017,2,7,16
10458,-22,2017,2,7,17
10440,-23,2017,2,7,18
10958,-25,2017,2,7,19
10945,-26,2017,2,7,20
10734,-28,2017,2,7,21
10584,-28,2017,2,7,22
10371,-28,2017,2,7,23
10295,-28,2017,2,8,0
9812,-29,2017,2,8,1
9643,-30,2017,2,8,2
9563,-28,2017,2,8,3
9722,-28,2017,2,8,4
